Date,Location,Temperature,Humidity,Wind_Speed,Rainfall,Pressure
2025-04-01,Delhi,33.5,34.5,11.3,0.0,1013.9
2025-04-01,Ahmedabad,34.7,54.8,9.0,0.0,1008.2
2025-04-01,Nagpur,33.0,40.1,8.3,0.0,1013.2
2025-04-01,Hyderabad,32.3,48.4,15.1,0.0,1008.1
2025-04-01,Kolkata,32.6,81.0,12.1,0.0,1015.7
2025-04-01,Jaipur,32.9,23.9,9.2,0.0,1012.8
2025-04-01,Bhubaneswar,33.6,78.6,14.4,0.0,1011.0
2025-04-01,Chennai,31.4,86.6,15.4,0.0,1012.6
2025-04-01,Lucknow,34.4,40.9,10.7,0.0,1008.6
2025-04-01,Patna,30.6,49.0,11.3,0.0,1010.9
2025-04-02,Delhi,31.6,38.2,11.2,0.0,1013.2
2025-04-02,Ahmedabad,34.3,40.4,16.7,0.0,1011.0
2025-04-02,Nagpur,38.4,42.8,14.7,0.0,1014.7
2025-04-02,Hyderabad,33.9,48.6,8.4,0.0,1010.1
2025-04-02,Kolkata,28.5,85.9,18.5,0.0,1013.2
2025-04-02,Jaipur,33.3,40.3,13.5,0.0,1010.0
2025-04-02,Bhubaneswar,31.9,69.3,15.0,0.0,1011.2
2025-04-02,Chennai,29.0,90.0,14.1,1.0,1008.9
2025-04-02,Lucknow,33.9,55.8,13.1,4.9,1016.0
2025-04-02,Patna,32.7,66.4,18.3,8.8,1013.5
2025-04-03,Delhi,32.8,39.3,15.7,5.5,1011.6
2025-04-03,Ahmedabad,36.7,54.5,11.2,0.0,1009.4
2025-04-03,Nagpur,37.9,47.4,11.6,0.0,1012.9
2025-04-03,Hyderabad,29.6,59.3,14.5,0.0,1012.2
2025-04-03,Kolkata,27.0,73.5,8.2,0.0,1015.0
2025-04-03,Jaipur,36.3,28.2,8.7,0.0,1015.6
2025-04-03,Bhubaneswar,28.6,73.7,8.8,0.0,1014.1
2025-04-03,Chennai,28.4,79.5,14.6,0.0,1015.0
2025-04-03,Lucknow,32.5,44.2,14.5,0.0,1009.6
2025-04-03,Patna,31.2,66.9,15.8,0.0,1012.1
2025-04-04,Delhi,29.8,38.5,12.1,0.0,1009.8
2025-04-04,Ahmedabad,31.5,38.4,15.6,0.0,1015.2
2025-04-04,Nagpur,37.5,31.4,10.9,0.0,1009.7
2025-04-04,Hyderabad,29.4,62.7,14.9,0.0,1014.3
2025-04-04,Kolkata,32.7,70.8,9.2,0.0,1011.4
2025-04-04,Jaipur,33.8,36.6,16.1,0.0,1008.8
2025-04-04,Bhubaneswar,30.8,70.8,18.3,0.0,1009.5
2025-04-04,Chennai,30.6,78.4,11.3,0.0,1015.4
2025-04-04,Lucknow,32.6,57.2,14.6,12.0,1014.7
2025-04-04,Patna,35.8,65.5,18.2,0.0,1011.9
2025-04-05,Delhi,30.5,42.0,8.7,0.0,1015.9
2025-04-05,Ahmedabad,31.9,52.7,13.5,0.0,1015.7
2025-04-05,Nagpur,38.5,41.1,16.6,0.0,1010.4
2025-04-05,Hyderabad,35.3,55.6,14.5,0.0,1008.5
2025-04-05,Kolkata,31.1,77.1,18.2,0.0,1015.7
2025-04-05,Jaipur,31.1,25.7,15.1,0.0,1009.9
2025-04-05,Bhubaneswar,28.8,81.8,11.0,0.0,1013.0
2025-04-05,Chennai,30.4,81.7,14.3,0.0,1009.6
2025-04-05,Lucknow,34.5,44.8,12.7,0.0,1010.4
2025-04-05,Patna,31.2,62.0,8.9,0.0,1016.0
2025-04-06,Delhi,36.0,35.5,10.6,0.0,1015.5
2025-04-06,Ahmedabad,36.2,54.6,12.4,0.0,1014.7
2025-04-06,Nagpur,36.4,42.2,19.8,0.0,1008.1
2025-04-06,Hyderabad,34.2,50.0,16.0,0.0,1009.1
2025-04-06,Kolkata,27.8,69.1,14.6,0.0,1012.8
2025-04-06,Jaipur,35.5,26.1,15.6,0.0,1011.9
2025-04-06,Bhubaneswar,34.3,80.9,9.1,0.0,1010.2
2025-04-06,Chennai,27.5,85.4,15.6,0.0,1013.9
2025-04-06,Lucknow,33.4,48.6,8.1,10.7,1015.2
2025-04-06,Patna,32.8,63.7,15.0,2.0,1010.5
2025-04-07,Delhi,35.3,49.9,18.3,0.0,1009.7
2025-04-07,Ahmedabad,31.7,39.1,17.4,0.0,1011.3
2025-04-07,Nagpur,35.8,33.1,19.2,0.0,1015.8
2025-04-07,Hyderabad,34.2,61.6,8.3,0.0,1010.7
2025-04-07,Kolkata,33.5,83.0,18.4,0.0,1010.1
2025-04-07,Jaipur,36.0,24.2,18.5,0.0,1009.8
2025-04-07,Bhubaneswar,33.7,73.2,11.7,0.0,1009.8
2025-04-07,Chennai,27.7,73.9,11.9,0.0,1015.7
2025-04-07,Lucknow,31.5,52.8,12.8,0.0,1012.3
